,FACS_Sorting,Age,Method,Multiplexed,Dataset,Anatomical_Site,Organ,10X_Chemistry,Donor_ID,Accession_ID,Organism,Sample_ID,Sex,Expected_Donors,Study,Technology,Age(PCW)
559,Total,17,3GEX,No,Bone_Atlas,cervical ,Spine ,10x3'v2,HDBR15948,EGAD00001009801,Homo sapiens,SB_200532_11018320,,1,Lawrence_et_al_2024,10X_scRNA-seq,17
560,Total,17,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15948,EGAD00001009801,Homo sapiens,SB_200532_11018321,,1,Lawrence_et_al_2024,10X_scRNA-seq,17
561,Total,17,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15948,EGAD00001009801,Homo sapiens,SB_200532_11018322,,1,Lawrence_et_al_2024,10X_scRNA-seq,17
562,Total,17,3GEX,No,Bone_Atlas,lumbar ,Spine ,10x3'v2,HDBR15948,EGAD00001009801,Homo sapiens,SB_200532_11018323,,1,Lawrence_et_al_2024,10X_scRNA-seq,17
563,Total,17,3GEX,No,Bone_Atlas,sacral,Spine ,10x3'v2,HDBR15948,EGAD00001009801,Homo sapiens,SB_200532_11018324,,1,Lawrence_et_al_2024,10X_scRNA-seq,17
564,Total,5,3GEX,No,Bone_Atlas,Limb bud,Limb,10x3'v2,GSM4274188,GSE143753,Homo sapiens,GSM4274188,,1,He_et_al_2021,10X_scRNA-seq,5
565,Total,5,3GEX,No,Bone_Atlas,Limb bud,Limb,10x3'v2,GSM4274189,GSE143754,Homo sapiens,GSM4274189,,1,He_et_al_2021,10X_scRNA-seq,5
566,Total,5,3GEX,No,Bone_Atlas,Limb bud,Long bone,10x3'v2,GSM4274190,GSE143755,Homo sapiens,GSM4274190,,1,He_et_al_2021,10X_scRNA-seq,5
567,Total,8,3GEX,No,Bone_Atlas,Long bone,Long bone,10x3'v2,GSM4274191,GSE143756,Homo sapiens,GSM4274191,,1,He_et_al_2021,10X_scRNA-seq,8
568,Total,8,3GEX,No,Bone_Atlas,Long bone,Long bone,10x3'v2,GSM4274192,GSE143757,Homo sapiens,GSM4274192,,1,He_et_al_2021,10X_scRNA-seq,8
569,Total,8,3GEX,No,Bone_Atlas,Long bone,Long bone,10x3'v2,GSM4274193,GSE143761,Homo sapiens,GSM4274193,,1,He_et_al_2021,10X_scRNA-seq,8
570,Total,8,3GEX,No,Bone_Atlas,Calvarial bone,Calvaria ,10x3'v2,GSM4274194,GSE143762,Homo sapiens,GSM4274194,,1,He_et_al_2021,10X_scRNA-seq,8
571,Total,8,3GEX,No,Bone_Atlas,Calvarial bone,Calvaria ,10x3'v2,GSM4609136,GSE143763,Homo sapiens,GSM4609136,,1,He_et_al_2021,10X_scRNA-seq,8
572,Total,5.1,3GEX,No,Bone_Atlas,Hindlimb,Femur ,10x3'v2,BRC¬†2078.00,E-MTAB-8813,Homo sapiens,5386STDY7537944,,1,Zhang_et_al_2023,10X_scRNA-seq,5.1
573,Total,5.4,3GEX,No,Bone_Atlas,Hindlimb,Femur ,10x3'v2,BRC¬†2131.00,E-MTAB-8813,Homo sapiens,5478STDY7717491,,1,Zhang_et_al_2023,10X_scRNA-seq,5.4
574,Total,5.4,3GEX,No,Bone_Atlas,Hindlimb,Femur ,10x3'v2,BRC¬†2131.00,E-MTAB-8813,Homo sapiens,5478STDY7717492,,1,Zhang_et_al_2023,10X_scRNA-seq,5.4
575,Total,6.5,3GEX,No,Bone_Atlas,Hindlimb,Femur ,10x3'v2,BRC¬†2114.00,E-MTAB-8813,Homo sapiens,5478STDY7652318,,1,Zhang_et_al_2023,10X_scRNA-seq,6.5
576,Total,7.2,3GEX,No,Bone_Atlas,Hindlimb,Femur ,10x3'v2,BRC¬†2092.00,E-MTAB-8813,Homo sapiens,5386STDY7557336,,1,Zhang_et_al_2023,10X_scRNA-seq,7.2
577,Total,7.2,3GEX,No,Bone_Atlas,Hindlimb,Femur ,10x3'v2,BRC¬†2092.00,E-MTAB-8813,Homo sapiens,5386STDY7557337,,1,Zhang_et_al_2023,10X_scRNA-seq,7.2
578,Total,8,3GEX,No,Bone_Atlas,Hindlimb,Femur ,10x3'v2,BRC¬†2091.00,E-MTAB-8813,Homo sapiens,5386STDY7557335,,1,Zhang_et_al_2023,10X_scRNA-seq,8
579,Total,8.4,3GEX,No,Bone_Atlas,Hindlimb,Femur ,10x3'v2,BRC¬†2083.00,E-MTAB-8813,Homo sapiens,FCAImmP7536758,,1,Zhang_et_al_2023,10X_scRNA-seq,8.4
580,Total,8.4,3GEX,No,Bone_Atlas,Hindlimb,Femur ,10x3'v2,BRC¬†2083.00,E-MTAB-8813,Homo sapiens,FCAImmP7536759,,1,Zhang_et_al_2023,10X_scRNA-seq,8.4
581,Total,9,3GEX,No,Bone_Atlas,Hindlimb,Femur ,10x3'v2,BRC¬†2181.00,E-MTAB-8813,Homo sapiens,5478STDY7980348,,1,Zhang_et_al_2023,10X_scRNA-seq,9
582,Total,9,3GEX,No,Bone_Atlas,Hindlimb,Femur ,10x3'v2,BRC¬†2181.00,E-MTAB-8813,Homo sapiens,5478STDY7980349,,1,Zhang_et_al_2023,10X_scRNA-seq,9
583,Total,9.3,3GEX,No,Bone_Atlas,Hindlimb,Femur ,10x3'v2,BRC¬†2172.00,E-MTAB-8813,Homo sapiens,5478STDY7935101,,1,Zhang_et_al_2023,10X_scRNA-seq,9.3
584,Total,9.3,3GEX,No,Bone_Atlas,Hindlimb,Femur ,10x3'v2,BRC¬†2173.00,E-MTAB-8813,Homo sapiens,5478STDY7935102,,1,Zhang_et_al_2023,10X_scRNA-seq,9.3
585,Total,5.6,3GEX,No,Bone_Atlas,Distal_Forelimb,Forelimb,10x5'v1,BRC¬†2254.00,E-MTAB-8813,Homo sapiens,WSSS_THYst9384953,,1,Zhang_et_al_2023,10X_scRNA-seq,5.6
586,Total,5.6,3GEX,No,Bone_Atlas,Middle_Forelimb,Forelimb,10x5'v1,BRC¬†2254.00,E-MTAB-8813,Homo sapiens,WSSS_THYst9384954,,1,Zhang_et_al_2023,10X_scRNA-seq,5.6
587,Total,5.6,3GEX,No,Bone_Atlas,Proximal_Forelimb,Forelimb,10x5'v1,BRC¬†2254.00,E-MTAB-8813,Homo sapiens,WSSS_THYst9384955,,1,Zhang_et_al_2023,10X_scRNA-seq,5.6
588,Total,5.6,3GEX,No,Bone_Atlas,Distal_Hindlimb,Femur ,10x5'v1,BRC¬†2254.00,E-MTAB-8813,Homo sapiens,WSSS_THYst9384956,,1,Zhang_et_al_2023,10X_scRNA-seq,5.6
589,Total,5.6,3GEX,No,Bone_Atlas,Middle_Hindlimb,Femur ,10x5'v1,BRC¬†2254.00,E-MTAB-8813,Homo sapiens,WSSS_THYst9384957,,1,Zhang_et_al_2023,10X_scRNA-seq,5.6
590,Total,5.6,3GEX,No,Bone_Atlas,Proximal_Hindlimb,Femur ,10x5'v1,BRC¬†2254.00,E-MTAB-8813,Homo sapiens,WSSS_THYst9384958,,1,Zhang_et_al_2023,10X_scRNA-seq,5.6
591,Total,6.1,3GEX,No,Bone_Atlas,Proximal_Forelimb,Femur ,10x3'v2,BRC¬†2243.00,E-MTAB-8813,Homo sapiens,WSSS_THYst8796437,,1,Zhang_et_al_2023,10X_scRNA-seq,6.1
592,Total,6.1,3GEX,No,Bone_Atlas,Middle_Forelimb,Forelimb,10x3'v2,BRC¬†2243.00,E-MTAB-8813,Homo sapiens,WSSS_THYst8796438,,1,Zhang_et_al_2023,10X_scRNA-seq,6.1
593,Total,6.1,3GEX,No,Bone_Atlas,Distal_Forelimb,Forelimb,10x3'v2,BRC¬†2243.00,E-MTAB-8813,Homo sapiens,WSSS_THYst8796439,,1,Zhang_et_al_2023,10X_scRNA-seq,6.1
594,Total,6.1,3GEX,No,Bone_Atlas,Proximal_Hindlimb,Forelimb,10x3'v2,BRC¬†2243.00,E-MTAB-8813,Homo sapiens,WSSS_THYst8796440,,1,Zhang_et_al_2023,10X_scRNA-seq,6.1
595,Total,6.1,3GEX,No,Bone_Atlas,Middle_Forelimb,Forelimb,10x3'v2,BRC¬†2243.00,E-MTAB-8813,Homo sapiens,WSSS_THYst8796441,,1,Zhang_et_al_2023,10X_scRNA-seq,6.1
596,Total,6.1,3GEX,No,Bone_Atlas,Distal_Hindlimb,Femur ,10x3'v2,BRC¬†2243.00,E-MTAB-8813,Homo sapiens,WSSS_THYst8796442,,1,Zhang_et_al_2023,10X_scRNA-seq,6.1
597,Total,19,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,SB19PCW,ERP125305,Homo sapiens,WSSS_F_BON8710636,,1,Jardine_Webb_2021,10X_scRNA-seq,19
598,Total,19,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,SB19PCW,ERP125305,Homo sapiens,WSSS_F_BON8710637,,1,Jardine_Webb_2021,10X_scRNA-seq,19
599,Total,19,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,SB19PCW,ERP125305,Homo sapiens,WSSS_F_BON8710638,,1,Jardine_Webb_2021,10X_scRNA-seq,19
600,Total,19,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,SB19PCW,ERP125305,Homo sapiens,WSSS_F_BON8710639,,1,Jardine_Webb_2021,10X_scRNA-seq,19
601,Total,19,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,SB19PCW,ERP125305,Homo sapiens,WSSS_F_BON8710640,,1,Jardine_Webb_2021,10X_scRNA-seq,19
602,Total,19,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,SB19PCW,ERP125305,Homo sapiens,WSSS_F_BON8710641,,1,Jardine_Webb_2021,10X_scRNA-seq,19
603,Total,19,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,SB19PCW,ERP125305,Homo sapiens,WSSS_F_BON8710642,,1,Jardine_Webb_2021,10X_scRNA-seq,19
604,Total,19,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,SB19PCW,ERP125305,Homo sapiens,WSSS_F_BON8710643,,1,Jardine_Webb_2021,10X_scRNA-seq,19
605,CD45+,15,5GEX,No,Bone_Atlas,Femur,Femur,10x5'v1,F51,E-MTAB-9389,Homo sapiens,FCAImmP7803028,,1,Jardine_Webb_2021,10X_scRNA-seq,15
606,CD45+,15,5GEX,No,Bone_Atlas,Femur,Femur,10x5'v1,F51,E-MTAB-9389,Homo sapiens,FCAImmP7803029,,1,Jardine_Webb_2021,10X_scRNA-seq,15
607,CD45+,15,5GEX,No,Bone_Atlas,Femur,Femur,10x5'v1,F51,E-MTAB-9389,Homo sapiens,FCAImmP7803030,,1,Jardine_Webb_2021,10X_scRNA-seq,15
608,CD45-,15,5GEX,No,Bone_Atlas,Femur,Femur,10x5'v1,F51,E-MTAB-9389,Homo sapiens,FCAImmP7803031,,1,Jardine_Webb_2021,10X_scRNA-seq,15
609,CD45-,15,5GEX,No,Bone_Atlas,Femur,Femur,10x5'v1,F51,E-MTAB-9389,Homo sapiens,FCAImmP7803032,,1,Jardine_Webb_2021,10X_scRNA-seq,15
610,CD45-,15,5GEX,No,Bone_Atlas,Femur,Femur,10x5'v1,F51,E-MTAB-9389,Homo sapiens,FCAImmP7803033,,1,Jardine_Webb_2021,10X_scRNA-seq,15
611,CD45+,15,5GEX,No,Bone_Atlas,Femur,Femur,10x5'v1,F50,E-MTAB-9389,Homo sapiens,FCAImmP7803016,,1,Jardine_Webb_2021,10X_scRNA-seq,15
612,CD45+,15,5GEX,No,Bone_Atlas,Femur,Femur,10x5'v1,F50,E-MTAB-9389,Homo sapiens,FCAImmP7803017,,1,Jardine_Webb_2021,10X_scRNA-seq,15
613,CD45-,15,5GEX,No,Bone_Atlas,Femur,Femur,10x5'v1,F50,E-MTAB-9389,Homo sapiens,FCAImmP7803018,,1,Jardine_Webb_2021,10X_scRNA-seq,15
614,CD45-,15,5GEX,No,Bone_Atlas,Femur,Femur,10x5'v1,F50,E-MTAB-9389,Homo sapiens,FCAImmP7803019,,1,Jardine_Webb_2021,10X_scRNA-seq,15
615,CD45+,12,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,F45,E-MTAB-9389,Homo sapiens,FCAImmP7579220,,1,Jardine_Webb_2021,10X_scRNA-seq,12
616,CD45-,12,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,F45,E-MTAB-9389,Homo sapiens,FCAImmP7579221,,1,Jardine_Webb_2021,10X_scRNA-seq,12
617,CD45+,12,5GEX,No,Bone_Atlas,Femur,Femur,10x5'v1,F45,E-MTAB-9389,Homo sapiens,FCAImmP7579232,,1,Jardine_Webb_2021,10X_scRNA-seq,12
618,CD45-,12,5GEX,No,Bone_Atlas,Femur,Femur,10x5'v1,F45,E-MTAB-9389,Homo sapiens,FCAImmP7579233,,1,Jardine_Webb_2021,10X_scRNA-seq,12
619,CD45+,16,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,F41,E-MTAB-9389,Homo sapiens,FCAImmP7555853,,1,Jardine_Webb_2021,10X_scRNA-seq,16
620,CD45-,16,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,F41,E-MTAB-9389,Homo sapiens,FCAImmP7555854,,1,Jardine_Webb_2021,10X_scRNA-seq,16
621,CD45+,16,5GEX,No,Bone_Atlas,Femur,Femur,10x5'v1,F41,E-MTAB-9389,Homo sapiens,FCAImmP7555862,,1,Jardine_Webb_2021,10X_scRNA-seq,16
622,CD45-,16,5GEX,No,Bone_Atlas,Femur,Femur,10x5'v1,F41,E-MTAB-9389,Homo sapiens,FCAImmP7555855,,1,Jardine_Webb_2021,10X_scRNA-seq,16
623,CD45+,13,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,F38,E-MTAB-9389,Homo sapiens,FCAImmP7528281,,1,Jardine_Webb_2021,10X_scRNA-seq,13
624,CD45-,13,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,F38,E-MTAB-9389,Homo sapiens,FCAImmP7528282,,1,Jardine_Webb_2021,10X_scRNA-seq,13
625,CD45+,14,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,F30,E-MTAB-9389,Homo sapiens,FCAImmP7277566,,1,Jardine_Webb_2021,10X_scRNA-seq,14
626,CD45-,14,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,F30,E-MTAB-9389,Homo sapiens,FCAImmP7277567,,1,Jardine_Webb_2021,10X_scRNA-seq,14
627,Total,14,5GEX,No,Bone_Atlas,Femur,Femur,10x5'v1,F30,E-MTAB-9389,Homo sapiens,FCAImmP7292035,,1,Jardine_Webb_2021,10X_scRNA-seq,14
628,CD45+,17,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,F29,E-MTAB-9389,Homo sapiens,FCAImmP7277558,,1,Jardine_Webb_2021,10X_scRNA-seq,17
629,CD45-,17,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,F29,E-MTAB-9389,Homo sapiens,FCAImmP7277559,,1,Jardine_Webb_2021,10X_scRNA-seq,17
630,Total,17,5GEX,No,Bone_Atlas,Femur,Femur,10x5'v1,F29,E-MTAB-9389,Homo sapiens,FCAImmP7292031,,1,Jardine_Webb_2021,10X_scRNA-seq,17
631,CD45+,16,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,F21,E-MTAB-9389,Homo sapiens,FCAImmP7179367,,1,Jardine_Webb_2021,10X_scRNA-seq,16
632,CD45-,16,3GEX,No,Bone_Atlas,Femur,Femur,10x3'v2,F21,E-MTAB-9389,Homo sapiens,FCAImmP7179368,,1,Jardine_Webb_2021,10X_scRNA-seq,16
633,Total,7,3GEX,No,Bone_Atlas,left proximal femur,Femur,10x3'v2,C30,EGAD00001011306,Homo sapiens,5478STDY7819844,,1,Lawrence_et_al_2023,10X_scRNA-seq,7
634,Total,7,3GEX,No,Bone_Atlas,left distal femur,Femur ,10x3'v2,C30,EGAD00001011306,Homo sapiens,5478STDY7819845,,1,Lawrence_et_al_2023,10X_scRNA-seq,7
635,Total,7,3GEX,No,Bone_Atlas,right proximal femur,Femur ,10x3'v2,C30,EGAD00001011306,Homo sapiens,5478STDY7819846,,1,Lawrence_et_al_2023,10X_scRNA-seq,7
636,Total,7,3GEX,No,Bone_Atlas,right distal femur,Femur ,10x3'v2,C30,EGAD00001011306,Homo sapiens,5478STDY7819847,,1,Lawrence_et_al_2023,10X_scRNA-seq,7
637,Total,7,3GEX,No,Bone_Atlas,right proximal tibia,Tibia,10x3'v2,C30,EGAD00001011306,Homo sapiens,5478STDY7819848,,1,Lawrence_et_al_2023,10X_scRNA-seq,7
638,Total,7,3GEX,No,Bone_Atlas,right distal tibia,Tibia,10x3'v2,C30,EGAD00001011306,Homo sapiens,5478STDY7819849,,1,Lawrence_et_al_2023,10X_scRNA-seq,7
639,Total,6,3GEX,No,Bone_Atlas,left femur,Femur,10x3'v2,C31,EGAD00001011306,Homo sapiens,5478STDY7840021,,1,Lawrence_et_al_2023,10X_scRNA-seq,6
640,Total,6,3GEX,No,Bone_Atlas,left tibia,Tibia ,10x3'v2,C31,EGAD00001011306,Homo sapiens,5478STDY7840022,,1,Lawrence_et_al_2023,10X_scRNA-seq,6
641,Total,6,3GEX,No,Bone_Atlas,right femur,Femur ,10x3'v2,C31,EGAD00001011306,Homo sapiens,5478STDY7840023,,1,Lawrence_et_al_2023,10X_scRNA-seq,6
642,Total,6,3GEX,No,Bone_Atlas,right tibia,Tibia ,10x3'v2,C31,EGAD00001011306,Homo sapiens,5478STDY7840024,,1,Lawrence_et_al_2023,10X_scRNA-seq,6
643,Total,7,3GEX,No,Bone_Atlas,left proximal femur,Femur ,10x3'v2,C32,EGAD00001011306,Homo sapiens,5478STDY7850142,,1,Lawrence_et_al_2023,10X_scRNA-seq,7
644,Total,7,3GEX,No,Bone_Atlas,left distal femur,Femur ,10x3'v2,C32,EGAD00001011306,Homo sapiens,5478STDY7850143,,1,Lawrence_et_al_2023,10X_scRNA-seq,7
645,Total,7,3GEX,No,Bone_Atlas,left tibia,Tibia ,10x3'v2,C32,EGAD00001011306,Homo sapiens,5478STDY7850144,,1,Lawrence_et_al_2023,10X_scRNA-seq,7
646,Total,7,3GEX,No,Bone_Atlas,left fibuka,Fibula,10x3'v2,C32,EGAD00001011306,Homo sapiens,5478STDY7850145,,1,Lawrence_et_al_2023,10X_scRNA-seq,7
647,Total,7,3GEX,No,Bone_Atlas,right proximal femur,Femur ,10x3'v2,C32,EGAD00001011306,Homo sapiens,5478STDY7850146,,1,Lawrence_et_al_2023,10X_scRNA-seq,7
648,Total,7,3GEX,No,Bone_Atlas,right distal femur,Femur ,10x3'v2,C32,EGAD00001011306,Homo sapiens,5478STDY7850147,,1,Lawrence_et_al_2023,10X_scRNA-seq,7
649,Total,7,3GEX,No,Bone_Atlas,right tibia,Tibia ,10x3'v2,C32,EGAD00001011306,Homo sapiens,5478STDY7850148,,1,Lawrence_et_al_2023,10X_scRNA-seq,7
650,Total,7,3GEX,No,Bone_Atlas,right fibula,Fibula,10x3'v2,C32,EGAD00001011306,Homo sapiens,5478STDY7850149,,1,Lawrence_et_al_2023,10X_scRNA-seq,7
651,Total,12,3GEX,No,Cross_Organ,SmallInt,gut,3GEX,F67,E-MTAB-11343,Homo sapiens,Human_colon_16S7985393,female,1,Suo_Dann_et_al_2022,10X_scRNA-seq,12
652,Total,12,3GEX,No,Cross_Organ,SmallInt,gut,3GEX,F67,E-MTAB-11343,Homo sapiens,Human_colon_16S7985394,female,1,Suo_Dann_et_al_2022,10X_scRNA-seq,12
653,Total,12,3GEX,No,Cross_Organ,LargeInt,gut,3GEX,F67,E-MTAB-11343,Homo sapiens,Human_colon_16S7985395,female,1,Suo_Dann_et_al_2022,10X_scRNA-seq,12
654,Total,15,3GEX,No,Cross_Organ,SmallInt,gut,3GEX,F66,E-MTAB-11343,Homo sapiens,Human_colon_16S7985391,male,1,Suo_Dann_et_al_2022,10X_scRNA-seq,15
655,Total,15,3GEX,No,Cross_Organ,SmallInt,gut,3GEX,F66,E-MTAB-11343,Homo sapiens,Human_colon_16S7985389,male,1,Suo_Dann_et_al_2022,10X_scRNA-seq,15
656,Total,15,3GEX,No,Cross_Organ,SmallInt,gut,3GEX,F66,E-MTAB-11343,Homo sapiens,Human_colon_16S7985390,male,1,Suo_Dann_et_al_2022,10X_scRNA-seq,15
657,Total,15,3GEX,No,Cross_Organ,LargeInt,gut,3GEX,F66,E-MTAB-11343,Homo sapiens,Human_colon_16S7985392,male,1,Suo_Dann_et_al_2022,10X_scRNA-seq,15
658,CD45P,15,5GEX,No,Cross_Organ,SmallInt,gut,5GEX,F73,E-MTAB-11343,Homo sapiens,Human_colon_16S8159187,female,1,Suo_Dann_et_al_2022,10X_scRNA-seq,15
659,CD45P,15,5GEX,No,Cross_Organ,SmallInt,gut,5GEX,F73,E-MTAB-11343,Homo sapiens,Human_colon_16S8159189,female,1,Suo_Dann_et_al_2022,10X_scRNA-seq,15
660,CD45P,15,5GEX,No,Cross_Organ,SmallInt,gut,5GEX,F73,E-MTAB-11343,Homo sapiens,Human_colon_16S8159188,female,1,Suo_Dann_et_al_2022,10X_scRNA-seq,15
661,CD45P,15,5GEX,No,Cross_Organ,LargeInt,gut,5GEX,F73,E-MTAB-11343,Homo sapiens,Human_colon_16S8159190,female,1,Suo_Dann_et_al_2022,10X_scRNA-seq,15
662,CD45P,16,5GEX,No,Cross_Organ,LargeInt,gut,5GEX,F72,E-MTAB-11343,Homo sapiens,Human_colon_16S8159185,female,1,Suo_Dann_et_al_2022,10X_scRNA-seq,16
663,CD45P,16,5GEX,No,Cross_Organ,SmallInt,gut,5GEX,F72,E-MTAB-11343,Homo sapiens,Human_colon_16S8159183,female,1,Suo_Dann_et_al_2022,10X_scRNA-seq,16
664,CD45P,16,5GEX,No,Cross_Organ,SmallInt,gut,5GEX,F72,E-MTAB-11343,Homo sapiens,Human_colon_16S8159182,female,1,Suo_Dann_et_al_2022,10X_scRNA-seq,16
665,CD45P,16,5GEX,No,Cross_Organ,SmallInt,gut,5GEX,F72,E-MTAB-11343,Homo sapiens,Human_colon_16S8159184,female,1,Suo_Dann_et_al_2022,10X_scRNA-seq,16
666,CD45P,17,5GEX,No,Cross_Organ,LargeInt,gut,5GEX,F78,E-MTAB-11343,Homo sapiens,FCA_gut8015060,male,1,Suo_Dann_et_al_2022,10X_scRNA-seq,17
667,CD45P,17,5GEX,No,Cross_Organ,SmallInt,gut,5GEX,F78,E-MTAB-11343,Homo sapiens,FCA_gut8015059,male,1,Suo_Dann_et_al_2022,10X_scRNA-seq,17
668,CD45P,17,5GEX,No,Cross_Organ,SmallInt,gut,5GEX,F78,E-MTAB-11343,Homo sapiens,FCA_gut8015058,male,1,Suo_Dann_et_al_2022,10X_scRNA-seq,17
669,CD45P,17,5GEX,No,Cross_Organ,SmallInt,gut,5GEX,F78,E-MTAB-11343,Homo sapiens,FCA_gut8015057,male,1,Suo_Dann_et_al_2022,10X_scRNA-seq,17
670,Total,10,5GEX,No,Cross_Organ,colon ,gut ,10x5'v2,F74,E-MTAB-8581,Homo sapiens,Human_colon_16S7985396,male,1,¬†JE Park¬†¬∑¬†2020,10X_scRNA-seq,10
671,Total,10,5GEX,No,Cross_Organ,colon ,gut ,10x5'v2,F74,E-MTAB-8581,Homo sapiens,Human_colon_16S7985397,male,1,¬†JE Park¬†¬∑¬†2020,10X_scRNA-seq,10
672,CD45-,12,5GEX,No,Cross_Organ,kidney,kidney,10x5'v1,F45,E-MTAB-11343,Homo sapiens,FCAImmP7579225,female,1,Suo_Dann_et_al_2022,10X_scRNA-seq,12
673,CD45N,12,3GEX,No,Cross_Organ,Whole,kidney,3GEX,F38,E-MTAB-11343,Homo sapiens,FCAImmP7528293,male,1,Suo_Dann_et_al_2022,10X_scRNA-seq,12
674,CD45P,12,3GEX,No,Cross_Organ,Whole,kidney,3GEX,F38,E-MTAB-11343,Homo sapiens,FCAImmP7528292,male,1,Suo_Dann_et_al_2022,10X_scRNA-seq,12
675,CD45N,12,3GEX,No,Cross_Organ,whole,kidney,3GEX,F45,E-MTAB-11343,Homo sapiens,FCAImmP7579215,female,1,Suo_Dann_et_al_2022,10X_scRNA-seq,12
676,CD45P,12,3GEX,No,Cross_Organ,whole,kidney,3GEX,F45,E-MTAB-11343,Homo sapiens,FCAImmP7579214,female,1,Suo_Dann_et_al_2022,10X_scRNA-seq,12
677,unsorted,16,5GEX,No,Cross_Organ,kidney,kidney,10x5'v1,F41,E-MTAB-11343,Homo sapiens,FCAImmP7555859,female,1,Suo_Dann_et_al_2022,10X_scRNA-seq,16
678,CD45N,16,3GEX,No,Cross_Organ,Whole,kidney,3GEX,F41,E-MTAB-11343,Homo sapiens,FCAImmP7555850,female,1,Suo_Dann_et_al_2022,10X_scRNA-seq,16
679,CD45P,16,3GEX,No,Cross_Organ,whole,kidney,3GEX,F41,E-MTAB-11343,Homo sapiens,FCAImmP7555849,female,1,Suo_Dann_et_al_2022,10X_scRNA-seq,16
680,CD45+,7 weeks gestation,3GEX,No,Cross_Organ,kidney,kidney,10x3'v2,F3,E-MTAB-7407,Homo sapiens,FCAImmP7462242,female,1,Popescue_et_al_2019,10X_scRNA-seq,5_7
681,CD45-,7 weeks gestation,3GEX,No,Cross_Organ,kidney,kidney,10x3'v2,F3,E-MTAB-7407,Homo sapiens,FCAImmP7462243,female,1,Popescue_et_al_2019,10X_scRNA-seq,5_7
682,CD45+,8 weeks gestation,3GEX,No,Cross_Organ,kidney,kidney,10x3'v2,F4,E-MTAB-7407,Homo sapiens,4834STDY7002875,male,1,Popescue_et_al_2019,10X_scRNA-seq,6_8
683,CD45-,8 weeks gestation,3GEX,No,Cross_Organ,kidney,kidney,10x3'v2,F4,E-MTAB-7407,Homo sapiens,4834STDY7002876,male,1,Popescue_et_al_2019,10X_scRNA-seq,6_8
684,Live/dead sorting,9 weeks gestation,3GEX,No,Cross_Organ,kidney,kidney,10x3'v2,F6,E-MTAB-7407,Homo sapiens,4834STDY7002881,male,1,Popescue_et_al_2019,10X_scRNA-seq,7_9
685,CD45+,9 weeks gestation,3GEX,No,Cross_Organ,kidney,kidney,10x3'v2,F6,E-MTAB-7407,Homo sapiens,4834STDY7002885,male,1,Popescue_et_al_2019,10X_scRNA-seq,7_9
686,CD45-,9 weeks gestation,3GEX,No,Cross_Organ,kidney,kidney,10x3'v2,F6,E-MTAB-7407,Homo sapiens,4834STDY7002886,male,1,Popescue_et_al_2019,10X_scRNA-seq,7_9
687,CD45+,7,5GEX,No,Cross_Organ,liver,liver,10x5'v1,F61,E-MTAB-11343,Homo sapiens,FCAImmP7862084,male,1,Suo_Dann_et_al_2022,10X_scRNA-seq,7
688,CD45+,7,5GEX,No,Cross_Organ,liver,liver,10x5'v1,F61,E-MTAB-11343,Homo sapiens,FCAImmP7862085,male,1,Suo_Dann_et_al_2022,10X_scRNA-seq,7
689,CD45-,7,5GEX,No,Cross_Organ,liver,liver,10x5'v1,F61,E-MTAB-11343,Homo sapiens,FCAImmP7862086,male,1,Suo_Dann_et_al_2022,10X_scRNA-seq,7
690,unsorted,7,5GEX,No,Cross_Organ,liver,liver,10x5'v1,F61,E-MTAB-11343,Homo sapiens,FCAImmP7862087,male,1,Suo_Dann_et_al_2022,10X_scRNA-seq,7
